Journal,Link,Since
"European Journal of Contemporary Economics and Management (EJCEM, EJEM)",http://ejcem.eu/,2025-06-20 17:37:18
European Journal of Cultural Management and Policy,https://www.frontiersin.org/journals/european-journal-of-cultural-management-and-policy,2025-06-20 17:37:18
"European Journal of Economics, Finance and Administrative Sciences (Revue Européenne d’Economie, Finance et Sciences de l’Administration)",http://www.europeanjournalofeconomicsfinanceandadministrativesciences.com/,2025-06-20 17:37:18
European Journal of Educational Research (EUJER) (this is a different journal to the legitimate EU-JER journal),http://eurojedu.com/,2025-06-20 17:37:18
European Journal of Educational Sciences (EJES),http://www.ejes.eu/,2025-06-20 17:37:18
European Journal of Engineering Research and Science (EJERS),http://www.ejers.org/index.php/ejers,2025-06-20 17:37:18
European Journal of General Dentistry,http://www.ejgd.org/,2025-06-20 17:37:18
"European Journal of Investigation in Health, Psychology and Education",https://www.mdpi.com/journal/ejihpe,2025-06-20 17:37:18
European Journal of Molecular & Clinical Medicine (EJMCM),https://ejmcm.com/,2025-06-20 17:37:18
European Journal of Natural History (EJNH),http://world-science.ru/euro/,2025-06-20 17:37:18
European Journal of Pharmaceutical and Medical Research (EJPMR),http://www.ejpmr.com/,2025-06-20 17:37:18
European Journal of Science and Theology,http://www.ejst.tuiasi.ro/,2025-06-20 17:37:18
European Journal of Scientific Research,http://www.europeanjournalofscientificresearch.com/,2025-06-20 17:37:18
European Journal of Social Sciences (Revue Européenne des Sciences Sociales),http://www.europeanjournalofsocialsciences.com/index.html,2025-06-20 17:37:18
European Journal of Sustainable Development,http://www.ecsdev.org/,2025-06-20 17:37:18
European Law and Politics Journal (ELPJ),http://elpjournal.eu/,2025-06-20 17:37:18
European Online Journal of Natural and Social Sciences,http://european-science.com/eojnss/index,2025-06-20 17:37:18
European Research Studies Journal (ERSJ),https://ersj.eu/,2025-06-20 17:37:18
European Scientific Journal,http://eujournal.org/index.php/esj,2025-06-20 17:37:18
Evidence-Based Complementary and Alternative Medicine,https://www.hindawi.com/journals/ecam/,2025-06-20 17:37:18
Experimental and Theoretical Nanotechnology,https://etnano.com/index.php/en,2025-06-20 17:37:18
Fermentation,https://www.mdpi.com/journal/fermentation,2025-06-20 17:37:18
Fibers,https://www.mdpi.com/journal/fibers,2025-06-20 17:37:18
FinTech,https://www.mdpi.com/journal/fintech,2025-06-20 17:37:18
Fire,https://www.mdpi.com/journal/fire,2025-06-20 17:37:18
First Independent Scientific Journal,http://firjournal.com.ua/,2025-06-20 17:37:18
Fishes,https://www.mdpi.com/journal/fishes,2025-06-20 17:37:18
Fluids,https://www.mdpi.com/journal/fluids,2025-06-20 17:37:18
FLUIDS: International Journal of Medical Fluid Management,http://www.fluidsjournal.org/,2025-06-20 17:37:18
Food and Nutrition Sciences,https://www.scirp.org/journal/fns,2025-06-20 17:37:18
Food Biology,http://foodbiology.org/index.php/foodbio/,2025-06-20 17:37:18
Foods,https://www.mdpi.com/journal/foods,2025-06-20 17:37:18
Forecasting,https://www.mdpi.com/journal/forecasting,2025-06-20 17:37:18
Forensic Medicine and Anatomy Research,https://www.scirp.org/journal/fmar,2025-06-20 17:37:18
Forensic Sciences,https://www.mdpi.com/journal/forensicsci,2025-06-20 17:37:18
Forests,https://www.mdpi.com/journal/forests,2025-06-20 17:37:18
FOREX Technical Journal Library,http://www.forexjournal.co.in/Index.aspx,2025-06-20 17:37:18
Foundations,https://www.mdpi.com/journal/foundations,2025-06-20 17:37:18
FOURRAGES (hijacker of a legitimate journal),http://afpf-asso.com/,2025-06-20 17:37:18
Fractal and Fractional,https://www.mdpi.com/journal/fractalfract,2025-06-20 17:37:18
Frontiers for Young Minds,https://www.frontiersin.org/journals/frontiers-for-young-minds,2025-06-20 17:37:18
Frontiers in Aerospace Engineering,https://www.frontiersin.org/journals/aerospace-engineering,2025-06-20 17:37:18
Frontiers in Aging,https://www.frontiersin.org/journals/aging,2025-06-20 17:37:18
Frontiers in Aging Neuroscience,https://www.frontiersin.org/journals/aging-neuroscience,2025-06-20 17:37:18
Frontiers in Agronomy,https://www.frontiersin.org/journals/agronomy,2025-06-20 17:37:18
Frontiers in Allergy,https://www.frontiersin.org/journals/allergy,2025-06-20 17:37:18
Frontiers in Amphibian and Reptile Science,https://www.frontiersin.org/journals/amphibian-and-reptile-science,2025-06-20 17:37:18
Frontiers in Analytical Science,https://www.frontiersin.org/journals/analytical-science,2025-06-20 17:37:18
Frontiers in Anesthesiology,https://www.frontiersin.org/journals/anesthesiology,2025-06-20 17:37:18
Frontiers in Animal Science,https://www.frontiersin.org/journals/animal-science,2025-06-20 17:37:18
Frontiers in Antennas and Propagation,https://www.frontiersin.org/journals/antennas-and-propagation,2025-06-20 17:37:18
Frontiers in Antibiotics,https://www.frontiersin.org/journals/antibiotics,2025-06-20 17:37:18
Frontiers in Applied Mathematics and Statistics,https://www.frontiersin.org/journals/applied-mathematics-and-statistics,2025-06-20 17:37:18
Frontiers in Aquaculture,https://www.frontiersin.org/journals/aquaculture,2025-06-20 17:37:18
Frontiers in Arachnid Science,https://www.frontiersin.org/journals/arachnid-science,2025-06-20 17:37:18
Frontiers in Artificial Intelligence,https://www.frontiersin.org/journals/artificial-intelligence,2025-06-20 17:37:18
Frontiers in Astronomy and Space Sciences,https://www.frontiersin.org/journals/astronomy-and-space-sciences,2025-06-20 17:37:18
Frontiers in Bee Science,https://www.frontiersin.org/journals/bee-science,2025-06-20 17:37:18
Frontiers in Behavioral Economics,https://www.frontiersin.org/journals/behavioral-economics,2025-06-20 17:37:18
Frontiers in Behavioral Neuroscience,https://www.frontiersin.org/journals/behavioral-neuroscience,2025-06-20 17:37:18
Frontiers in Big Data,https://www.frontiersin.org/journals/big-data,2025-06-20 17:37:18
Frontiers in Bioengineering and Biotechnology,https://www.frontiersin.org/journals/bioengineering-and-biotechnology,2025-06-20 17:37:18
Frontiers in Bioinformatics,https://www.frontiersin.org/journals/bioinformatics,2025-06-20 17:37:18
Frontiers in Biomaterials Science,https://www.frontiersin.org/journals/biomaterials-science,2025-06-20 17:37:18
Frontiers in Bird Science,https://www.frontiersin.org/journals/bird-science,2025-06-20 17:37:18
Frontiers in Blockchain,https://www.frontiersin.org/journals/blockchain,2025-06-20 17:37:18
Frontiers in Built Environment,https://www.frontiersin.org/journals/built-environment,2025-06-20 17:37:18
Frontiers in Carbon,https://www.frontiersin.org/journals/carbon,2025-06-20 17:37:18
Frontiers in Cardiovascular Medicine,https://www.frontiersin.org/journals/cardiovascular-medicine,2025-06-20 17:37:18
Frontiers in Catalysis,https://www.frontiersin.org/journals/catalysis,2025-06-20 17:37:18
Frontiers in Cell and Developmental Biology,https://www.frontiersin.org/journals/cell-and-developmental-biology,2025-06-20 17:37:18
Frontiers in Cell Death,https://www.frontiersin.org/journals/cell-death,2025-06-20 17:37:18
Frontiers in Cellular and Infection Microbiology,https://www.frontiersin.org/journals/cellular-and-infection-microbiology,2025-06-20 17:37:18
Frontiers in Cellular Neuroscience,https://www.frontiersin.org/journals/cellular-neuroscience,2025-06-20 17:37:18
Frontiers in Chemical Biology,https://www.frontiersin.org/journals/chemical-biology,2025-06-20 17:37:18
Frontiers in Chemical Engineering,https://www.frontiersin.org/journals/chemical-engineering,2025-06-20 17:37:18
Frontiers in Chemistry,https://www.frontiersin.org/journals/chemistry,2025-06-20 17:37:18
Frontiers in Child and Adolescent Psychiatry,https://www.frontiersin.org/journals/child-and-adolescent-psychiatry,2025-06-20 17:37:18
Frontiers in Climate,https://www.frontiersin.org/journals/climate,2025-06-20 17:37:18
Frontiers in Clinical Diabetes and Healthcare,https://www.frontiersin.org/journals/clinical-diabetes-and-healthcare,2025-06-20 17:37:18
Frontiers in Cognition,https://www.frontiersin.org/journals/cognition,2025-06-20 17:37:18
Frontiers in Communication,https://www.frontiersin.org/journals/communication,2025-06-20 17:37:18
Frontiers in Communications and Networks,https://www.frontiersin.org/journals/communications-and-networks,2025-06-20 17:37:18
Frontiers in Computational Neuroscience,https://www.frontiersin.org/journals/computational-neuroscience,2025-06-20 17:37:18
Frontiers in Computer Science,https://www.frontiersin.org/journals/computer-science,2025-06-20 17:37:18
Frontiers in Conservation Science,https://www.frontiersin.org/journals/conservation-science,2025-06-20 17:37:18
Frontiers in Control Engineering,https://www.frontiersin.org/journals/control-engineering,2025-06-20 17:37:18
Frontiers in Dementia,https://www.frontiersin.org/journals/dementia,2025-06-20 17:37:18
Frontiers in Dental Medicine,https://www.frontiersin.org/journals/dental-medicine,2025-06-20 17:37:18
Frontiers in Digital Health,https://www.frontiersin.org/journals/digital-health,2025-06-20 17:37:18
Frontiers in Digital Humanities,https://www.frontiersin.org/journals/digital-humanities,2025-06-20 17:37:18
Frontiers in Disaster and Emergency Medicine,https://www.frontiersin.org/journals/disaster-and-emergency-medicine,2025-06-20 17:37:18
Frontiers in Drug Delivery,https://www.frontiersin.org/journals/drug-delivery,2025-06-20 17:37:18
Frontiers in Drug Discovery,https://www.frontiersin.org/journals/drug-discovery,2025-06-20 17:37:18
Frontiers in Drug Safety and Regulation,https://www.frontiersin.org/journals/drug-safety-and-regulation,2025-06-20 17:37:18
Frontiers in Earth Science,https://www.frontiersin.org/journals/earth-science,2025-06-20 17:37:18
Frontiers in Ecology and Evolution,https://www.frontiersin.org/journals/ecology-and-evolution,2025-06-20 17:37:18
Frontiers in Education,https://www.frontiersin.org/journals/education,2025-06-20 17:37:18
Frontiers in Electronic Materials,https://www.frontiersin.org/journals/electronic-materials,2025-06-20 17:37:18
Frontiers in Electronics,https://www.frontiersin.org/journals/electronics,2025-06-20 17:37:18
Frontiers in Endocrinology,https://www.frontiersin.org/journals/endocrinology,2025-06-20 17:37:18
Frontiers in Energy Efficiency,https://www.frontiersin.org/journals/energy-efficiency,2025-06-20 17:37:18
Frontiers in Energy Research,https://www.frontiersin.org/journals/energy-research,2025-06-20 17:37:18
Frontiers in Environmental Archaeology,https://www.frontiersin.org/journals/environmental-archaeology,2025-06-20 17:37:18
Frontiers in Environmental Chemistry,https://www.frontiersin.org/journals/environmental-chemistry,2025-06-20 17:37:18
Frontiers in Environmental Economics,https://www.frontiersin.org/journals/environmental-economics,2025-06-20 17:37:18
Frontiers in Environmental Engineering,https://www.frontiersin.org/journals/environmental-engineering,2025-06-20 17:37:18
Frontiers in Environmental Health,https://www.frontiersin.org/journals/environmental-health,2025-06-20 17:37:18
Frontiers in Environmental Science,https://www.frontiersin.org/journals/environmental-science,2025-06-20 17:37:18
Frontiers in Epidemiology,https://www.frontiersin.org/journals/epidemiology,2025-06-20 17:37:18
Frontiers in Ethology,https://www.frontiersin.org/journals/ethology,2025-06-20 17:37:18
Frontiers in Evolutionary Neuroscience,https://www.frontiersin.org/journals/evolutionary-neuroscience,2025-06-20 17:37:18
Frontiers in Food Science and Technology,https://www.frontiersin.org/journals/food-science-and-technology,2025-06-20 17:37:18
Frontiers in Forests and Global Change,https://www.frontiersin.org/journals/forests-and-global-change,2025-06-20 17:37:18
Frontiers in Fuels,https://www.frontiersin.org/journals/fuels,2025-06-20 17:37:18
Frontiers in Fungal Biology,https://www.frontiersin.org/journals/fungal-biology,2025-06-20 17:37:18
Frontiers in Future Transportation,https://www.frontiersin.org/journals/future-transportation,2025-06-20 17:37:18
Frontiers in Gastroenterology,https://www.frontiersin.org/journals/gastroenterology,2025-06-20 17:37:18
Frontiers in Genetics,https://www.frontiersin.org/journals/genetics,2025-06-20 17:37:18
Frontiers in Genome Editing,https://www.frontiersin.org/journals/genome-editing,2025-06-20 17:37:18
Frontiers in Geochemistry,https://www.frontiersin.org/journals/geochemistry,2025-06-20 17:37:18
Frontiers in Global Women's Health,https://www.frontiersin.org/journals/global-womens-health,2025-06-20 17:37:18
Frontiers in Health Services,https://www.frontiersin.org/journals/health-services,2025-06-20 17:37:18
Frontiers in Hematology,https://www.frontiersin.org/journals/hematology,2025-06-20 17:37:18
Frontiers in High Performance Computing,https://www.frontiersin.org/journals/high-performance-computing,2025-06-20 17:37:18
Frontiers in Horticulture,https://www.frontiersin.org/journals/horticulture,2025-06-20 17:37:18
Frontiers in Human Dynamics,https://www.frontiersin.org/journals/human-dynamics,2025-06-20 17:37:18
Frontiers in Human Neuroscience,https://www.frontiersin.org/journals/human-neuroscience,2025-06-20 17:37:18
Frontiers in ICT,https://www.frontiersin.org/journals/ict,2025-06-20 17:37:18
Frontiers in Imaging,https://www.frontiersin.org/journals/imaging,2025-06-20 17:37:18
Frontiers in Immunology,https://www.frontiersin.org/journals/immunology,2025-06-20 17:37:18
Frontiers in Insect Science,https://www.frontiersin.org/journals/insect-science,2025-06-20 17:37:18
Frontiers in Integrative Neuroscience,https://www.frontiersin.org/journals/integrative-neuroscience,2025-06-20 17:37:18
Frontiers in Lab on a Chip Technologies,https://www.frontiersin.org/journals/lab-on-a-chip-technologies,2025-06-20 17:37:18
Frontiers in Language Sciences,https://www.frontiersin.org/journals/language-sciences,2025-06-20 17:37:18
Frontiers in Lupus,https://www.frontiersin.org/journals/lupus,2025-06-20 17:37:18
Frontiers in Malaria,https://www.frontiersin.org/journals/malaria,2025-06-20 17:37:18
Frontiers in Mammal Science,https://www.frontiersin.org/journals/mammal-science,2025-06-20 17:37:18
Frontiers in Manufacturing Technology,https://www.frontiersin.org/journals/manufacturing-technology,2025-06-20 17:37:18
Frontiers in Marine Science,https://www.frontiersin.org/journals/marine-science,2025-06-20 17:37:18
Frontiers in Materials,https://www.frontiersin.org/journals/materials,2025-06-20 17:37:18
Frontiers in Mechanical Engineering,https://www.frontiersin.org/journals/mechanical-engineering,2025-06-20 17:37:18
Frontiers in Medical Case Reports,https://www.jmedicalcasereports.org/,2025-06-20 17:37:18
Frontiers in Medical Technology,https://www.frontiersin.org/journals/medical-technology,2025-06-20 17:37:18
Frontiers in Medicine,https://www.frontiersin.org/journals/medicine,2025-06-20 17:37:18
Frontiers in Membrane Science and Technology,https://www.frontiersin.org/journals/membrane-science-and-technology,2025-06-20 17:37:18
Frontiers in Metals and Alloys,https://www.frontiersin.org/journals/metals-and-alloys,2025-06-20 17:37:18
Frontiers in Microbiology,https://www.frontiersin.org/journals/microbiology,2025-06-20 17:37:18
Frontiers in Microbiomes,https://www.frontiersin.org/journals/microbiomes,2025-06-20 17:37:18
Frontiers in Molecular Biosciences,https://www.frontiersin.org/journals/molecular-biosciences,2025-06-20 17:37:18
Frontiers in Molecular Medicine,https://www.frontiersin.org/journals/molecular-medicine,2025-06-20 17:37:18
Frontiers in Molecular Neuroscience,https://www.frontiersin.org/journals/molecular-neuroscience,2025-06-20 17:37:18
Frontiers in Nanotechnology,https://www.frontiersin.org/journals/nanotechnology,2025-06-20 17:37:18
Frontiers in Natural Products,https://www.frontiersin.org/journals/natural-products,2025-06-20 17:37:18
Frontiers in Nephrology,https://www.frontiersin.org/journals/nephrology,2025-06-20 17:37:18
Frontiers in Network Physiology,https://www.frontiersin.org/journals/network-physiology,2025-06-20 17:37:18
Frontiers in Neural Circuits,https://www.frontiersin.org/journals/neural-circuits,2025-06-20 17:37:18
Frontiers in Neuroanatomy,https://www.frontiersin.org/journals/neuroanatomy,2025-06-20 17:37:18
Frontiers in Neuroenergetics,https://www.frontiersin.org/journals/neuroenergetics,2025-06-20 17:37:18
Frontiers in Neuroengineering,https://www.frontiersin.org/journals/neuroengineering,2025-06-20 17:37:18
Frontiers in Neuroergonomics,https://www.frontiersin.org/journals/neuroergonomics,2025-06-20 17:37:18
Frontiers in Neuroimaging,https://www.frontiersin.org/journals/neuroimaging,2025-06-20 17:37:18
Frontiers in Neuroinformatics,https://www.frontiersin.org/journals/neuroinformatics,2025-06-20 17:37:18
Frontiers in Neurology,https://www.frontiersin.org/journals/neurology,2025-06-20 17:37:18
Frontiers in Neurorobotics,https://www.frontiersin.org/journals/neurorobotics,2025-06-20 17:37:18
Frontiers in Neuroscience,https://www.frontiersin.org/journals/neuroscience,2025-06-20 17:37:18
Frontiers in Nuclear Engineering,https://www.frontiersin.org/journals/nuclear-engineering,2025-06-20 17:37:18
Frontiers in Nuclear Medicine,https://www.frontiersin.org/journals/nuclear-medicine,2025-06-20 17:37:18
Frontiers in Nutrition,https://www.frontiersin.org/journals/nutrition,2025-06-20 17:37:18
Frontiers in Oncology,https://www.frontiersin.org/journals/oncology,2025-06-20 17:37:18
Frontiers in Ophthalmology,https://www.frontiersin.org/journals/ophthalmology,2025-06-20 17:37:18
Frontiers in Oral Health,https://www.frontiersin.org/journals/oral-health,2025-06-20 17:37:18
Frontiers in Pain Research,https://www.frontiersin.org/journals/pain-research,2025-06-20 17:37:18
Frontiers in Parasitology,https://www.frontiersin.org/journals/parasitology,2025-06-20 17:37:18
Frontiers in Pediatrics,https://www.frontiersin.org/journals/pediatrics,2025-06-20 17:37:18
Frontiers in Pharmacology,https://www.frontiersin.org/journals/pharmacology,2025-06-20 17:37:18
Frontiers in Photonics,https://www.frontiersin.org/journals/photonics,2025-06-20 17:37:18
Frontiers in Physics,https://www.frontiersin.org/journals/physics,2025-06-20 17:37:18
Frontiers in Physiology,https://www.frontiersin.org/journals/physiology,2025-06-20 17:37:18
Frontiers in Plant Science,https://www.frontiersin.org/journals/plant-science,2025-06-20 17:37:18
Frontiers in Political Science,https://www.frontiersin.org/journals/political-science,2025-06-20 17:37:18
Frontiers in Psychiatry,https://www.frontiersin.org/journals/psychiatry,2025-06-20 17:37:18
Frontiers in Psychology,https://www.frontiersin.org/journals/psychology,2025-06-20 17:37:18
Frontiers in Public Health,https://www.frontiersin.org/journals/public-health,2025-06-20 17:37:18
Frontiers in Quantum Science and Technology,https://www.frontiersin.org/journals/quantum-science-and-technology,2025-06-20 17:37:18
Frontiers in Radiology,https://www.frontiersin.org/journals/radiology,2025-06-20 17:37:18
Frontiers in Rehabilitation Sciences,https://www.frontiersin.org/journals/rehabilitation-sciences,2025-06-20 17:37:18
Frontiers in Remote Sensing,https://www.frontiersin.org/journals/remote-sensing,2025-06-20 17:37:18
Frontiers in Reproductive Health,https://www.frontiersin.org/journals/reproductive-health,2025-06-20 17:37:18
Frontiers in Research Metrics and Analytics,https://www.frontiersin.org/journals/research-metrics-and-analytics,2025-06-20 17:37:18
Frontiers in Robotics and AI,https://www.frontiersin.org/journals/robotics-and-ai,2025-06-20 17:37:18
Frontiers in Science,https://www.frontiersin.org/journals/science,2025-06-20 17:37:18
Frontiers in Sensors,https://www.frontiersin.org/journals/sensors,2025-06-20 17:37:18
Frontiers in Signal Processing,https://www.frontiersin.org/journals/signal-processing,2025-06-20 17:37:18
Frontiers in Sleep,https://www.frontiersin.org/journals/sleep,2025-06-20 17:37:18
Frontiers in Smart Grids,https://www.frontiersin.org/journals/smart-grids,2025-06-20 17:37:18
Frontiers in Sociology,https://www.frontiersin.org/journals/sociology,2025-06-20 17:37:18
Frontiers in Soft Matter,https://www.frontiersin.org/journals/soft-matter,2025-06-20 17:37:18
Frontiers in Soil Science,https://www.frontiersin.org/journals/soil-science,2025-06-20 17:37:18
Frontiers in Space Technologies,https://www.frontiersin.org/journals/space-technologies,2025-06-20 17:37:18
Frontiers in Sports and Active Living,https://www.frontiersin.org/journals/sports-and-active-living,2025-06-20 17:37:18
Frontiers in Stroke,https://www.frontiersin.org/journals/stroke,2025-06-20 17:37:18
Frontiers in Surgery,https://www.frontiersin.org/journals/surgery,2025-06-20 17:37:18
Frontiers in Sustainability,https://www.frontiersin.org/journals/sustainability,2025-06-20 17:37:18
Frontiers in Sustainable Cities,https://www.frontiersin.org/journals/sustainable-cities,2025-06-20 17:37:18
Frontiers in Sustainable Energy Policy,https://www.frontiersin.org/journals/sustainable-energy-policy,2025-06-20 17:37:18
Frontiers in Sustainable Food Systems,https://www.frontiersin.org/journals/sustainable-food-systems,2025-06-20 17:37:18
Frontiers in Sustainable Resource Management,https://www.frontiersin.org/journals/sustainable-resource-management,2025-06-20 17:37:18
Frontiers in Sustainable Tourism,https://www.frontiersin.org/journals/sustainable-tourism,2025-06-20 17:37:18
Frontiers in Synaptic Neuroscience,https://www.frontiersin.org/journals/synaptic-neuroscience,2025-06-20 17:37:18
Frontiers in Systems Biology,https://www.frontiersin.org/journals/systems-biology,2025-06-20 17:37:18
Frontiers in Systems Neuroscience,https://www.frontiersin.org/journals/systems-neuroscience,2025-06-20 17:37:18
Frontiers in the Internet of Things,https://www.frontiersin.org/journals/the-internet-of-things,2025-06-20 17:37:18
Frontiers in Thermal Engineering,https://www.frontiersin.org/journals/thermal-engineering,2025-06-20 17:37:18
Frontiers in Toxicology,https://www.frontiersin.org/journals/toxicology,2025-06-20 17:37:18
Frontiers in Transplantation,https://www.frontiersin.org/journals/transplantation,2025-06-20 17:37:18
Frontiers in Tropical Diseases,https://www.frontiersin.org/journals/tropical-diseases,2025-06-20 17:37:18
Frontiers in Urology,https://www.frontiersin.org/journals/urology,2025-06-20 17:37:18
Frontiers in Veterinary Science,https://www.frontiersin.org/journals/veterinary-science,2025-06-20 17:37:18
Frontiers in Virology,https://www.frontiersin.org/journals/virology,2025-06-20 17:37:18
Frontiers in Virtual Reality,https://www.frontiersin.org/journals/virtual-reality,2025-06-20 17:37:18
Frontiers in Water,https://www.frontiersin.org/journals/water,2025-06-20 17:37:18
Fuels,https://www.mdpi.com/journal/fuels,2025-06-20 17:37:18
"Functional Analysis: Theory, Method & Applications (FATMA)",http://jfatma.com/index.php,2025-06-20 17:37:18
Future,https://www.mdpi.com/journal/future,2025-06-20 17:37:18
Future Internet,https://www.mdpi.com/journal/futureinternet,2025-06-20 17:37:18
Future Pharmacology,https://www.mdpi.com/journal/futurepharmacol,2025-06-20 17:37:18
Future Transportation,https://www.mdpi.com/journal/futuretransp,2025-06-20 17:37:18
Galaxies,https://www.mdpi.com/journal/galaxies,2025-06-20 17:37:18
Galaxy: International Multidisciplinary Research Journal,http://www.galaxyimrj.com/,2025-06-20 17:37:18
Games,https://www.mdpi.com/journal/games,2025-06-20 17:37:18
Gases,https://www.mdpi.com/journal/gases,2025-06-20 17:37:18
Gastroenterology Insights,https://www.mdpi.com/journal/gastroent,2025-06-20 17:37:18
Gastroenterology Research and Practice,https://www.hindawi.com/journals/grp/,2025-06-20 17:37:18
GastroHep,https://www.hindawi.com/journals/ghep/,2025-06-20 17:37:18
Gastrointestinal Disorders,https://www.mdpi.com/journal/gastrointestdisord,2025-06-20 17:37:18
Gastronomy,https://www.mdpi.com/journal/gastronomy,2025-06-20 17:37:18
Gels,https://www.mdpi.com/journal/gels,2025-06-20 17:37:18
Genealogy,https://www.mdpi.com/journal/genealogy,2025-06-20 17:37:18
Generics and Biosimilars Initiative Journal (GaBI Journal),http://gabi-journal.net/,2025-06-20 17:37:18
Genes,https://www.mdpi.com/journal/genes,2025-06-20 17:37:18
Genes & Cancer,http://www.impactjournals.com/Genes&Cancer/,2025-06-20 17:37:18
Genetics and Molecular Research,http://www.geneticsmr.com/,2025-06-20 17:37:18
Genetics Research,https://www.hindawi.com/journals/gr/,2025-06-20 17:37:18
Geodynamics Research International Bulletin (GRIB),http://www.geo-dynamica.com/,2025-06-20 17:37:18
Geofluids,https://www.hindawi.com/journals/geofluids/,2025-06-20 17:37:18
Geographies,https://www.mdpi.com/journal/geographies,2025-06-20 17:37:18
GeoHazards,https://www.mdpi.com/journal/geohazards,2025-06-20 17:37:18
Geomaterials,https://www.scirp.org/journal/gm,2025-06-20 17:37:18
Geomatics,https://www.mdpi.com/journal/geomatics,2025-06-20 17:37:18
Geosciences,https://www.mdpi.com/journal/geosciences,2025-06-20 17:37:18
Geotechnics,https://www.mdpi.com/journal/geotechnics,2025-06-20 17:37:18
Geriatrics,https://www.mdpi.com/journal/geriatrics,2025-06-20 17:37:18
"G-Journal of Education, Social Science and Humanities (GJESH)",http://gjestenv.com/,2025-06-20 17:37:18
G-Journal of Environmental Science and Technology (GJEST),http://gjestenv.com/,2025-06-20 17:37:18
Global Business & Finance Review,http://www.gbfrjournal.org/html/,2025-06-20 17:37:18
"Global Health, Epidemiology and Genomics",https://www.hindawi.com/journals/gheg/,2025-06-20 17:37:18
Global Journal for Research Analysis (GJRA),http://worldwidejournals.com/gra/,2025-06-20 17:37:18
Global Journal of Advance Research on Classical and Modern Geometries,http://geometry-math-journal.ro/,2025-06-20 17:37:18
Global Journal of Advanced Engineering Technologies and Sciences (GJAETS),http://www.gjaets.com/,2025-06-20 17:37:18
Global Journal of Advanced Research (GJAR),http://www.gjar.org/,2025-06-20 17:37:18
Global Journal of Animal Scientific Research (GJASR),http://www.gjasr.com/,2025-06-20 17:37:18
Global Journal of Business and Social Science Review (GJBSSR),http://www.gjbssr.org/,2025-06-20 17:37:18
Global Journal of Business and Social Science (GJBSS),http://www.gjbss.com/,2025-06-20 17:37:18
Global Journal of Engineering Science and Research Management (GJESRM),http://www.gjesrm.com/,2025-06-20 17:37:18
Global Journal of Engineering Science and Researches (GJESR),http://www.gjesr.com/,2025-06-20 17:37:18
Global Journal of Management Science and Technology,http://gjmst.com/index.htm,2025-06-20 17:37:18
Global Journal of Medical and Health Sciences (GJM),http://globaljmhs.org/,2025-06-20 17:37:18
Global Journal of Medicine and Public Health,http://www.gjmedph.org/,2025-06-20 17:37:18
Global Journal of Multidisciplinary Studies (GJMS),http://www.gjms.co.in/index.php/gjms/index,2025-06-20 17:37:18
Global Journal of Research in Agriculture & Life Sciences,https://gjrpublication.com/gjrals/,2025-06-20 17:37:18
Global Journal of Research in Business Management,https://gjrpublication.com/gjrbm/,2025-06-20 17:37:18
Global Journal of Research in Dental Sciences,https://gjrpublication.com/gjrds/,2025-06-20 17:37:18
Global Journal of Research in Education & Literature,https://gjrpublication.com/gjrel/,2025-06-20 17:37:18
Global Journal of Research in Engineering & Computer Sciences,https://gjrpublication.com/gjrecs/,2025-06-20 17:37:18
Global Journal of Research in Humanities & Cultural Studies,https://gjrpublication.com/gjrhcs/,2025-06-20 17:37:18
Global Journal of Research in Medical Sciences,https://gjrpublication.com/gjrms/,2025-06-20 17:37:18
Global Journal of Research on Medicinal Plants & Indigenous Medicine,http://www.gjrmi.com/,2025-06-20 17:37:18
Global Media Journal,http://www.globalmediajournal.com/,2025-06-20 17:37:18
Global Scholastic Research Journal,http://globalscholasticresearch.org/,2025-06-20 17:37:18
Global Scientific Journal – GSJ Publication,http://www.globalscientificjournal.com/,2025-06-20 17:37:18
Golden Research Thoughts,http://aygrt.isrj.org/Default.aspx,2025-06-20 17:37:18
"Gout, Urate, and Crystal Deposition Disease",https://www.mdpi.com/journal/gucdd,2025-06-20 17:37:18
Graphene,https://www.scirp.org/journal/graphene,2025-06-20 17:37:18
Grasses,https://www.mdpi.com/journal/grasses,2025-06-20 17:37:18
Green and Sustainable Chemistry,https://www.scirp.org/journal/gsc,2025-06-20 17:37:18
Hardware,https://www.mdpi.com/journal/hardware,2025-06-20 17:37:18
HCTL Open International Journal of Technology Innovations and Research (IJTIR),http://ijtir.hctl.org/,2025-06-20 17:37:18
Health,https://www.scirp.org/journal/health,2025-06-20 17:37:18
Health & Social Care in the Community,https://www.hindawi.com/journals/hsc/,2025-06-20 17:37:18
Health of Humans,https://www.sapientiae.com.br/index.php/healthofhumans,2025-06-20 17:37:18
Healthcare,https://www.mdpi.com/journal/healthcare,2025-06-20 17:37:18
Hearts,https://www.mdpi.com/journal/hearts,2025-06-20 17:37:18
Hemato,https://www.mdpi.com/journal/hemato,2025-06-20 17:37:18
Hematology Reports,https://www.mdpi.com/journal/hematolrep,2025-06-20 17:37:18
Heritage,https://www.mdpi.com/journal/heritage,2025-06-20 17:37:18
Heteroatom Chemistry,https://www.hindawi.com/journals/htrc/,2025-06-20 17:37:18
High Technology Letters (hijacker of a legitimate journal),http://www.gjstx-e.cn/,2025-06-20 17:37:18
Hiperboreea Journal,http://revistahiperboreea.ro/,2025-06-20 17:37:18
